TableName,ColumnName,DomainName,Description,DataType,
LAB_METHODS,P10_75_106,,,FLOAT,
LAB_METHODS,P10_CF_C,,Clay (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,P10_CF_CS,,Coarse sand (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,P10_CF_FS,,Fine sand (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,P10_CF_S,,Sand (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,P10_CF_Z,,Silt (%) - Coventry and Fett pipette method,FLOAT,
LAB_METHODS,P10_GRAV,,Gravel (%),FLOAT,
LAB_METHODS,P10_gt2m,,,FLOAT,
LAB_METHODS,P10_gt2MI,,,FLOAT,
LAB_METHODS,P10_gt2OM,,,FLOAT,
LAB_METHODS,P10_HYD_C,,Clay (%) - Hydrometer Method,FLOAT,
LAB_METHODS,P10_HYD_CS,,Coarse Sand (%) - Hydrometer Method,FLOAT,
LAB_METHODS,P10_HYD_FS,,Fine Sand (%) - Hydrometer Method,FLOAT,
LAB_METHODS,P10_HYD_S,,Sand (%) - Hydrometer Method,FLOAT,
LAB_METHODS,P10_HYD_Z,,Silt (%) - Hydrometer Method,FLOAT,
LAB_METHODS,P10_NR_C,,Clay (%) - Not recorded,FLOAT,
LAB_METHODS,P10_NR_CS,,Coarse sand (%) - Not recorded,FLOAT,
LAB_METHODS,P10_NR_FS,,Fine sand (%) - Not recorded,FLOAT,
LAB_METHODS,P10_NR_S,,Sand (%) - Not recorded,FLOAT,
LAB_METHODS,P10_NR_Saa,,,FLOAT,
LAB_METHODS,P10_NR_Z,,Silt (%) - Not recorded,FLOAT,
LAB_METHODS,P10_NR_ZC,,,FLOAT,
LAB_METHODS,P10_PB_C,,Clay (%) - Plummet balance,FLOAT,
LAB_METHODS,P10_PB_CS,,Coarse sand (%) - Plummet balance,FLOAT,
LAB_METHODS,P10_PB_FS,,Fine sand (%) - Plummet balance,FLOAT,
LAB_METHODS,P10_PB_S,,Sand (%) - Plummet balance,FLOAT,
LAB_METHODS,P10_PB_Z,,Silt (%) - Plummet balance,FLOAT,
LAB_METHODS,P10_PB1_C,,Clay (%) - Plummet balance (Acid digestion pretreatment),FLOAT,
LAB_METHODS,P10_PB1_CS,,Coarse sand (%) - Plummet balance (Acid digestion pretreatment),FLOAT,
LAB_METHODS,P10_PB1_FS,,Fine sand (%) - Plummet balance (Acid digestion pretreatment),FLOAT,
LAB_METHODS,P10_PB1_Z,,Silt (%) - Plummet balance (Acid digestion pretreatment),FLOAT,
LAB_METHODS,P10_S_0.20,,0.20 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_0.48,,0.48 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_1,,1 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_1000,,1000 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_125,,125 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_15.6,,15.6 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_2,,2 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_20,,20 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_2000,,2000 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_250,,250 micron (cumlative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_3.9,,3.9 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_31.2,,31.2 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_500,,500 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_53,,53 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_63,,63 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10_S_7.8,,7.8 micron (cumulative %) - Sedigraph,FLOAT,
LAB_METHODS,P10100_200,,,FLOAT,
LAB_METHODS,P10106_150,,,FLOAT,
LAB_METHODS,P10150_180,,,FLOAT,
LAB_METHODS,P10180_300,,,FLOAT,
LAB_METHODS,P10200_500,,,FLOAT,
LAB_METHODS,P10200_600,,,FLOAT,
LAB_METHODS,P102002000,,,FLOAT,
LAB_METHODS,P10300_600,,,FLOAT,
LAB_METHODS,P105002000,,,FLOAT,
LAB_METHODS,P106001000,,,FLOAT,
LAB_METHODS,P106002000,,,FLOAT,
LAB_METHODS,P10A1_C,,Clay (%) - Pipette,FLOAT,
LAB_METHODS,P10A1_CS,,Coarse sand (%) - Pipette,FLOAT,
LAB_METHODS,P10A1_FS,,Fine sand (%) - Pipette,FLOAT,
LAB_METHODS,P10A1_Z,,Silt (%) - Pipette,FLOAT,
LAB_METHODS,P3A_NR,,Bulk density - Not recorded,FLOAT,
LAB_METHODS,P3A1,,Bulk density - g/cm3,FLOAT,
LAB_METHODS,P3A1_C4,,,FLOAT,
LAB_METHODS,P3A1_CLOD,,"Bulk density  g/cm3 - Clods at 0.1 Bar moisture content (McIntyre & Stirk, 1954, Aust. J. Agric. Res. 5:291-6)",FLOAT,
LAB_METHODS,P3A1_e,,,FLOAT,
LAB_METHODS,P3A2,,Macro Porosity %,FLOAT,
LAB_METHODS,P3A2_McK,,Macro Porosity (%) as determined from McKenzie pore charts,FLOAT,
LAB_METHODS,P3A2_McKMP,,Maximum pore diameter (mm) as determined from McKenzie pore charts,FLOAT,
LAB_METHODS,P3A3,,Total Porosity %,FLOAT,
LAB_METHODS,P3A4,,Particle Density g/cm3,FLOAT,
LAB_METHODS,P3B_GV_001,,0.01 BAR Moisture g/g - Gravimetric using suction plate,FLOAT,
LAB_METHODS,P3B_GV_003,,0.03 BAR Moisture g/g - Gravimetric using suction plate,FLOAT,
LAB_METHODS,P3B_GV_005,,0.05 BAR Moisture g/g - Gravimetric using suction plate,FLOAT,
LAB_METHODS,P3B_GV_01,,0.1 BAR Moisture g/g - Gravimetric  using suction plate,FLOAT,
LAB_METHODS,P3B_GV_03,,0.3 BAR Moisture g/g - Gravimetric using suction plate,FLOAT,
LAB_METHODS,P3B_GV_033,,,FLOAT,
LAB_METHODS,P3B_GV_05,,0.5 BAR Moisture g/g - Gravimetric using suction plate,FLOAT,
LAB_METHODS,P3B_GV_1,,1 BAR Moisture g/g - Gravimetric using pressure plate,FLOAT,
LAB_METHODS,P3B_GV_15,,15 BAR Moisture g/g - Gravimetric using pressure plate,FLOAT,
LAB_METHODS,P3B_GV_5,,5 BAR Moisture g/g - Gravimetric using pressure plate,FLOAT,
LAB_METHODS,P3B_GV_SAT,,Saturated Moisture g/g - Gravimetric using suction plate,FLOAT,
LAB_METHODS,P3B_NR_001,,0.01 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_003,,0.03 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_005,,0.05 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_01,,0.1 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_03,,0.3 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_05,,0.5 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_1,,1 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_15,,15 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_5,,5 BAR Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_NR_SAT,,Saturated Moisture % - Not recorded,FLOAT,
LAB_METHODS,P3B_VL_001,,0.01 BAR Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B_VL_003,,0.03 BAR Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B_VL_005,,0.05 BAR Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B_VL_01,,0.1 BAR Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B_VL_03,,0.3 BAR Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B_VL_05,,0.5 BAR Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B_VL_1,,1 BAR Moisture m3/m3 - Volumetric using pressure plate,FLOAT,
LAB_METHODS,P3B_VL_15,,15 BAR Moisture m3/m3 - Volumetric using pressure plate,FLOAT,
LAB_METHODS,P3B_VL_5,,5 BAR Moisture m3/m3 - Volumetric using pressure plate,FLOAT,
LAB_METHODS,P3B_VL_SAT,,Saturated Moisture m3/m3 - Volumetric using suction plate,FLOAT,
LAB_METHODS,P3B1GV_15,,15 BAR Moisture g/g - Gravimetric of ground sample (<2mm) using pressure plate,FLOAT,
LAB_METHODS,P3B1VL_1,,1 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,FLOAT,
LAB_METHODS,P3B1VL_15,,15 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,FLOAT,
LAB_METHODS,P3B2GV_1,,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B2GV_15,,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B2GV_5,,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B2VL_03,,0.3 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B2VL_1,,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B2VL_15,,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B2VL_5,,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,FLOAT,
LAB_METHODS,P3B3VLa001,,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLa005,,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLa01,,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLa03,,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLa06,,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLaSAT,,Saturated Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLb001,,"0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLb003,,"0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLb005,,"0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLb01,,"0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLb03,,"0.33 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLb05,,"0.5 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLb06,,"0.66 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLbSAT,,"Saturated Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P3B3VLc001,,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLc003,,0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLc005,,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLc01,,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLc03,,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLc06,,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLcSAT,,Saturated Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,FLOAT,
LAB_METHODS,P3B3VLd06,,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLd1,,1 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLd15,,15 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLd3,,3 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLd5,,5 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLe004,,0.04 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,FLOAT,
LAB_METHODS,P3B3VLe01,,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,FLOAT,
LAB_METHODS,P3B3VLe03,,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,FLOAT,
LAB_METHODS,P3B3VLe06,,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLe15,,15 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLe2,,2 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B3VLe7,,7 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,FLOAT,
LAB_METHODS,P3B4GV_01,,"0.1 BAR Moisture g/g - Gravimetric of soil clods (Soil Survey Staff,1967)",FLOAT,
LAB_METHODS,P3B4VL_005,,"0.05 BAR Moisture m3/m3 - Volumetric of soil clods (Soil Survey Staff,1967)",FLOAT,
LAB_METHODS,P3B5GV_01,,0.1 BAR Moisture g/g - Gravimetric of soil clods (CSIRO Div. Of Soils TM 25/66),FLOAT,
LAB_METHODS,P3B6VL_DUL,,Drained Upper Limit (0.1 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,FLOAT,
LAB_METHODS,P3B6VL_LL,,Lower Limit (15 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,FLOAT,
LAB_METHODS,P3B6VL_SAT,,Saturated Moisture m3/m3 - Volumetric using APSRU in situ methodology,FLOAT,
LAB_METHODS,P4_10_McK,,"Unsaturated Hydraulic Conductivity - 10mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P4_100_McK,,"Unsaturated Hydraulic Conductivity - 100mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P4_100DMcK,,"Unsaturated Hydraulic Conductivity - 100mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",FLOAT,
LAB_METHODS,P4_10DMcK,,"Unsaturated Hydraulic Conductivity - 10mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",FLOAT,
LAB_METHODS,P4_30_LOV,,Unsaturated Hydraulic Conductivity - 50mm potential Loveday falling head method using 98mm diameter cores,FLOAT,
LAB_METHODS,P4_30DMcK,,"Unsaturated Hydraulic Conductivity - 30mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",FLOAT,
LAB_METHODS,P4_50_McK,,"Unsaturated Hydraulic Conductivity - 50mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P4_50DMcK,,"Unsaturated Hydraulic Conductivity - 50mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",FLOAT,
LAB_METHODS,P4_sat,,Saturated Hydraulic Conductivity,FLOAT,
LAB_METHODS,P4_sat_FH,,"Modified Saturated Hydraulic Conductivity - falling head (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P4_sat_For,,"Saturated Hydraulic Conductivity (Forrest et al, 1985)",FLOAT,
LAB_METHODS,P4_sat_LOV,,Saturated Hydraulic Conductivity - Modified (no de-aired water) Loveday falling head method using 98mm diameter cores,FLOAT,
LAB_METHODS,P4_sat_McK,,"Saturated Hydraulic Conductivity (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",FLOAT,
LAB_METHODS,P4D1,,Saturated Hydraulic Conductivity,FLOAT,
LAB_METHODS,P5_COLE,,Coefficient of Linear Extensibility (Grossman et al. 1968),FLOAT,
LAB_METHODS,P5_LS,,Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1),FLOAT,
LAB_METHODS,P5_LS_MOD,,"Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)",FLOAT,
LAB_METHODS,P6_LP,,"Dispersion Index (Loveday and Pyle, 1973)",FLOAT,
LAB_METHODS,PWS1-2mm,,1000-2000 micron fraction (%) - Wet Sieving after chemical dispersion,FLOAT,
LAB_METHODS,PWS20-63,,20-63 micron fraction (%) - Wet Sieving after chemical dispersion,FLOAT,
LAB_METHODS,PWS212-425,,212-425 micron fraction (%) - Wet Sieving after chemical dispersion,FLOAT,
LAB_METHODS,PWS425-1mm,,425-1000  micron fraction (%) - Wet Sieving after chemical dispersion,FLOAT,
LAB_METHODS,PWS63-212,,63-212 micron fraction (%) - Wet Sieving after chemical dispersion,FLOAT,
LAB_METHODS,s-23F,,TAA - calculated as equivalent pyrite S%,FLOAT,
LAB_METHODS,s-23G,,TPA - calculated as equivalent pyrite S%,FLOAT,
LAB_METHODS,s-23H,,TSA - calculated as equivalent pyrite S%,FLOAT,
LAB_METHODS,s-23R,,Residual acid extractable S after peroxide expressed in % pyrite S,FLOAT,
LAB_METHODS,TE_CD_AL,,Total Element Al - by Citrate/Dithionite Extraction,FLOAT,
LAB_METHODS,TE_CD_CA,,Total Element Ca - by Citrate/Dithionite Extraction,FLOAT,
LAB_METHODS,TE_CD_MG,,Total Element Mg - by Citrate/Dithionite Extraction,FLOAT,
LAB_METHODS,TE_CD_NA,,Total Element Na - by Citrate/Dithionite Extraction,FLOAT,
LAB_METHODS,TE_CD_SI02,,Total Element SiO2 - by Citrate/Dithionite Extraction,FLOAT,
LAB_METHODS,TE_CD_TI02,,Total Element TiO2 - by Citrate/Dithionite Extraction,FLOAT,
LAB_METHODS,TE_HF+_MG,,Total Element Mg - by HF/HClO4 Digest,FLOAT,
LAB_METHODS,TE_HF+AL,,Total Element Al - by HF/HClO4 Digest,FLOAT,
LAB_METHODS,TE_HF+CA,,Total Element Ca - by HF/HClO4 Digest,FLOAT,
LAB_METHODS,TE_HF+NA,,Total Element Na - by HF/HClO4 Digest,FLOAT,
LAB_METHODS,TE_HF+SIO2,,Total Element SiO2 - by HF/HClO4 Digest,FLOAT,
LAB_METHODS,TE_HF+TIO2,,Total Element TiO2 - by HF/HClO4 Digest,FLOAT,
LAB_METHODS,TE_NR_AL,,Total Element Al - Not recorded,FLOAT,
LAB_METHODS,TE_NR_AL2O,,,FLOAT,
LAB_METHODS,TE_NR_CA,,Total Element Ca - Not recorded,FLOAT,
LAB_METHODS,TE_NR_FE20,,,FLOAT,
LAB_METHODS,TE_NR_MG,,Total Element Mg - Not recorded,FLOAT,
LAB_METHODS,TE_NR_NA,,Total Element Na - Not recorded,FLOAT,
LAB_METHODS,TE_NR_SI02,,Total Element SiO2 - Not recorded,FLOAT,
LAB_METHODS,TE_NR_TI02,,Total Element TiO2 - Not recorded,FLOAT,
LAB_METHODS,TE_XRF_MG,,Total Element Mg - By XRF,FLOAT,
LAB_METHODS,TE_XRFAL,,Total Element Al - By XRF,FLOAT,
LAB_METHODS,TE_XRFCA,,Total Element Ca - By XRF,FLOAT,
LAB_METHODS,TE_XRFNA,,Total Element Na - By XRF,FLOAT,
LAB_METHODS,TE_XRFSI02,,Total Element SiO2 - By XRF,FLOAT,
LAB_METHODS,TE_XRFTIO2,,Total Element TiO2 - By XRF,FLOAT,
LAB_METHODS,XRD_C_Ab,,Amphibole - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ah,,Allophane - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_An,,Anatase - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ap,,Apatite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Arg,,Argonite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_At,,Alunite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Bd,,Beidellite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Bm,,Boehmite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Bt,,Biotite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Cb,,Cristobalite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ch,,Chlorite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ch2,,Chloritized 2:1 minerals - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Crn,,Corondum - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ct,,Calcite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Dr,,Dravite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Dt,,Dolomite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Fd,,Feldspar - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Fh,,Ferrihydrite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Fl,,Flourite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Fo,,Feroxyhite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Gb,,Gibbsite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Gl,,Glauconite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Gt,,Geothite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Gy,,Gypsum - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Hl,,Halite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Hm,,Hematite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Hn,,Huntite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ht0,,Halloysite (10 A`) - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ht7,,Halloysite (7 A`) - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ig,,Imogolite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Il,,Illite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Im,,Ilmenite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Is,,Interstratified clay minerals - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Jr,,Jarosite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_K2O,,K2O - X-Ray Diffraction or Clay Fraction (air dry),FLOAT,
LAB_METHODS,XRD_C_Ka,,Kaolin - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Kt,,Kaolinite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Lp,,Lepidocrosite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Mh,,Meghemite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Mi,,Mica - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_MIN_,,Exchange Capacity - Minerology,FLOAT,
LAB_METHODS,XRD_C_Mm,,Montmorillonite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ms,,Magnesite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Mt,,Magnetite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Mu,,Muscovite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Mz,,Monozite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Nt,,Nontronite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ol,,Olivine - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Or,,Orthoclase - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Pg,,Plagioclase - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Pk,,Palygorskite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Pl,,Plombogummite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Pp,,Phlogopite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Ps,,Pseudorutile - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Px,,Pyroxene - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Py,,Pyrophyllite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Qz,,Quartz - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Rt,,Rutile - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Sd,,Siderite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Sl,,Saponite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Sp,,Saponite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Spn,,Sphene - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Srp,,Serpentine - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_St,,Smectite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Tc,,Talc - Tourmaline - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Tr,,Tridymite - X-Ray Diffraction,FLOAT,
LAB_METHODS,XRD_C_Un,,Unidentified - X-Ray Diffraction,FLOAT,
